 ,English,Vietnamese,Korean,Chinese,Russian,Italian,French,Japanese,Spanish,German
Win_Level_47,Maybe the wolf is using the sheep as pillow,Cừu vui vẻ và sói xám!,아마 늑대가 양을 베개로 사용하고있을 것입니다,也许狼用羊枕,"Может быть, волка использует овцы в качестве подушки",Forse il lupo sta usando le pecore come cuscino,Peut-être que le loup utilise les moutons comme oreiller,たぶんオオカミは枕として羊を使っています,Tal vez el lobo está usando las ovejas como almohadas.,Vielleicht benutzt der Wolf das Schaf als Kissen
Win_Level_48,How about waiting until the light turn red?,Chắc bà ấy lần đầu sang đường!,신호등이 빨간색으로 바뀔 때까지 기다리는 것은 어떤가?,等红灯亮了怎么办？,"Как насчет того, чтобы подождать, пока загорится красный свет?",Che ne dici di aspettare che il semaforo diventi rosso?,Et si vous attendiez que le feu passe au rouge ?,ライトが赤くなるまで待ってみませんか？,Â¿QuÃ© tal esperar hasta que el semÃ¡foro se ponga rojo?,"Wie wÃ¤re es damit, zu warten, bis die Ampel rot wird?"
Win_Level_49,"easy like ""a piece of cake""",Cho cái nào khó hơn đi!,한 조각의 케이크처럼 쉽게,像“小菜一碟”一样简单,"легко, как ""кусок торта""","Facile come ""un pezzo di torta""","facile comme ""un morceau de gâteau""",「ケーキ」のように簡単,"fÃ¡cil como ""un pedazo de pastel""","einfach wie ""ein StÃ¼ck Kuchen"""
Win_Level_50,"Someone please call ""The Rock"" to deal with those rock ","Cổ vật quốc gia, giàu to, giàu to!","그 바위를 처리하기 위해 누군가 ""바위""라고 불러주자",有人请叫“岩石”来处理那些岩石,"Кто-нибудь, пожалуйста, позвоните ""Скале"", чтобы разобраться с этим роком","Qualcuno chiami ""The Rock"" per occuparsi di quelle rocce (rock)","Quelqu'un s'il vous plaît appelez ""The Rock"" pour s'occuper de ces roches",誰かがそれらの岩に対処するために「ロック」と呼んでください,"Alguien, por favor, llame a ""La Roca"" para lidiar con esas rocas","Ruft bitte jemand ""The Rock"" an, um sich um diese Felsen zu kÃ¼mmern"
Win_Level_51,Maybe he just has dust flying into eyes ,Hãy để trí tưởng tượng của bạn bay xa nào!,아마도 그는 눈에 덩어리가 날아갔을 것이다,也许他只是眼睛里有灰尘,"Может, он просто тух в глаза летел",Forse ha solo stupidità negli occhi,Peut-être qu'il a juste de la poussière volant dans les yeux,たぶん彼はただ急いで目に飛び込んできた,Tal vez solo tenga polvo volando hacia los ojos,Vielleicht fliegt ihm nur Staub in die Augen
Win_Level_52,Someone call 911 please!! There is a creepy man here,"Phải tôi, tôi đấm cho mấy phát!",누가 911에 전화해줘!! 여기 소름 끼치는 남자가 있다,有人请拨打 911！！这里有一个令人毛骨悚然的人,"Кто-нибудь, пожалуйста, позвоните в службу 911!! Здесь есть жуткий мужчина",Qualcuno chiami il 911 per favore!! C'è un uomo inquietante qui,Quelqu'un appelle le 911 s'il vous plaît !! Il y a un homme effrayant ici,誰かが 911 に電話してください！ここに不気味な男がいます,"Â¡Alguien llame al 911, por favor! Hay un hombre espeluznante aquÃ­",Jemand ruft bitte 911 an!! Hier ist ein gruseliger Mann
Win_Level_53,Old man can be a witch too,"Không thể tin nổi, hóa trang đỉnh của chóp!",노인도 마녀가 될 수 있다,老人也可以是女巫,Старик тоже может быть ведьмой,Anche il vecchio può essere una strega,Le vieil homme peut aussi être une sorcière,老人も魔女になることができます,El viejo tambiÃ©n puede ser un brujo,Alter Mann kann auch eine Hexe sein
Win_Level_54,You can judge a person's beauty just by their shadow,Thật là đơn giản!,그림자만으로 사람의 아름다움을 판단할 수 있다,光看影子就可以判断一个人的美,Вы можете судить о красоте человека только по его тени,Puoi giudicare la bellezza di una persona solo dalla sua ombra,Vous pouvez juger de la beauté d'une personne juste par son ombre,影だけで人の美しさを判断できます,Puedes juzgar la belleza de una persona solo por su sombra,Du kannst die SchÃ¶nheit einer Person nur nach ihrem Schatten beurteilen
Win_Level_55,I believe he just come to say hi,Người ngoài hành tinh là có thật!,나는 그가 단지 인사를 하러 왔다고 믿는다,我相信他只是来打个招呼,"Я верю, он просто пришел поздороваться",Credo che sia venuto solo a salutare,Je crois qu'il vient juste pour dire bonjour,彼はただ挨拶するようになったと思います,Creo que solo vino a saludar,"Ich glaube, er ist nur gekommen, um Hallo zu sagen"
Win_Level_56,"Smoking pork is bacon, what about bear?",Tìm gấu hay là đốt nhà!,"훈제 돼지고기는 베이컨, 곰은?",抽猪肉是熏肉，那熊呢？,"Копчение свинины - это бекон, а что насчет медведя?",Il maiale affumicato è pancetta; e l'orso?,"Fumer du porc, c'est du bacon, qu'en est-il de l'ours ?",豚肉の燻製はベーコンですが、クマはどうですか？,"El cerdo ahumado es tocino, Â¿y quÃ© me dices del oso?","Schweinefleisch zu rauchen ist wie Speck, was ist mit BÃ¤ren?"
Win_Level_57,Hands in pocket man always seem like hidding something,Người ta đang cầm dao đi thịt bò mà!,주머니에 손을 넣는 남자는 항상 뭔가를 숨기는 것 같아,手插在口袋里的人，总像是在隐瞒什么,"Всегда кажется, что человек с руками в карманах что-то скрывает",Le mani in tasca sembrano sempre nascondere qualcosa,"Les mains dans la poche, l'homme semble toujours cacher quelque chose",ポケットマンの手はいつも何かを隠しているように見える,El hombre de las manos en el bolsillo siempre parece esconder algo,HÃ¤nde in der Hosentasche. Der Mann scheint immer etwas zu verstecken
Win_Level_58,Hey fishy fishy come here believe me,Cắt ra làm gì xong bắt tôi tìm!,Hey fishy fishy 이리와봐 날 믿어,嘿鱼腥味来这里相信我,"Эй, рыбка, иди сюда, поверь мне",Ehi pesciolino vieni qui credimi,Hé poisson poisson viens ici crois moi,ねえ魚のような魚がここに来る私を信じて,"Oye pescado, pescado, ven aquÃ­, crÃ©eme","Hey Fishy Fishy komm her, glaub mir"
Win_Level_59,Having baby and still have time to flirt? Super mom!,Tôi đã mất niềm tin vào phụ nữ!,아기를 낳고 아직 연애할 시간이 있는가? 슈퍼맘!,生了孩子还有时间调情？超级妈妈！,Есть ребенок и еще есть время пофлиртовать? Супер-мама!,Hai un bambino e hai ancora tempo per flirtare? Super-mamma!,Avoir un bébé et avoir encore le temps de flirter ? Super maman !,赤ちゃんがいて、いちゃつく時間はまだありますか？すごい母親！,Â¿Tienes un bebÃ© y aÃºn tienes tiempo para coquetear? Â¡SÃºper mamÃ¡!,Baby bekommen und noch Zeit zum Flirten? Super Mutter!
Win_Level_60,No more Gucci and Prada for Cinderella,Thời gian sẽ cho ta biết sự thật!,더 이상 신데렐라를 위한 구찌와 프라다는 없다,灰姑娘不再有 Gucci 和 Prada,Больше никаких Gucci и Prada для Золушки,Niente più Gucci e Prada per Cenerentola,Fini Gucci et Prada pour Cendrillon,シンデレラのためのグッチとプラダはもうありません,No mÃ¡s Gucci y Prada para Cenicienta,Schluss mit Gucci und Prada fÃ¼r Cinderella
Win_Level_61,Normal people will use phone instead of their life to contact ,Cứ phải để trúng độc rồi mới đến!,평범한 사람들은 연락할 때 자신의 생명 대신 전화를 사용한다,正常人会用手机而不是生活来联系,Нормальные люди будут использовать телефон вместо своей жизни для связи,Le persone normali useranno il telefono invece della loro vita per mettersi in contatto,Les gens normaux utiliseront le téléphone au lieu de leur vie pour contacter,普通の人は生活の代わりに電話を使って連絡します,La gente normal usarÃ¡ el telÃ©fono en lugar de su vida para contactar,"Normale Menschen verwenden das Telefon anstelle ihres Lebens, um Kontakt aufzunehmen"
Win_Level_62,For me it's better without that piece,May áo kiểu gì mà để thiếu vải như thế!,나에게는 그 조각이 없는 것이 낫다,对我来说没有那块更好,Для меня лучше без этой штуки,Per me è meglio senza quel pezzo,Pour moi c'est mieux sans cette pièce,私にとっては、その部分がない方が良いです,Para mi es mejor sin esa pieza,FÃ¼r mich ist es besser ohne dieses Teil
Win_Level_63,A naughty Santa judging a naughty kid,Món quà cuồi cùng!,장난 꾸러기 아이를 판단하는 장난 꾸러기 산타,一个调皮的圣诞老人评判一个调皮的孩子,Непослушный Санта судит непослушного ребенка,Un Babbo Natale cattivo che giudica un bambino cattivo,Un vilain Père Noël juge un vilain gosse,いたずらっ子を判断するいたずらサンタ,Un Santa travieso juzgando a un niÃ±o travieso,"Ein ungezogener Weihnachtsmann, der Ã¼ber ein ungezogenes Kind urteilt"
Win_Level_64,I think she is hidding from the kids,Buôn chuyện quan trọng hơn con cái!,나는 그녀가 아이들에게서 숨고 있다고 생각해,我想她是在躲着孩子们,"Я думаю, она прячется от детей",Penso che si stia nascondendo dai bambini,Je pense qu'elle se cache des enfants,彼女は子供たちから隠れていると思います,Creo que ella se esconde de los niÃ±os,"Ich glaube, sie versteckt sich vor den Kindern"
Win_Level_65,2 girl 1 man - Best birthday ever,Tôi thích món quà này!,여자 2명 남자 1명 - 최고의 생일,2 女孩 1 人 - 最好的生日,2 девушки 1 мужчина - лучший день рождения,2 ragazze 1 uomo - Il miglior compleanno di sempre,2 fille 1 homme - Meilleur anniversaire de ma vie,2 人の女の子 1 人の男性-史上最高の誕生日,2 niÃ±as y 1 hombre - El mejor cumpleaÃ±os de todos,2 MÃ¤dchen 1 Mann - Der beste Geburtstag aller Zeiten
Win_Level_66,Im waiting for superman actually,"Ở đâu có gái xinh, ở đó có người nhện!",나는 사실 슈퍼맨을 기다리고 있다,我真的在等超人,Я жду супермена на самом деле,Sto aspettando Superman in realtà,J'attends superman en fait,私は実際にスーパーマンを待っています,Estoy esperando a Superman en realidad,Ich warte eigentlich auf Superman
Win_Level_67,Look at those lock and key the owner must have a lock shop,Chuyên gia giấu đồ!,"저 자물쇠와 열쇠를 봐, 주인은 자물쇠 가게가 있어야 해",看看那些锁和钥匙 主人一定有开锁店,"Посмотри на тот замок и ключ, у владельца должен быть магазин замков.",Guarda quei lucchetti e chiavi: il proprietario deve avere un negozio di serrature,"Regardez ces serrures et clés, le propriétaire doit avoir un magasin de serrures",それらの錠と鍵を見て、所有者は錠前を持っている必要があります,"Mira esas cerraduras y llaves, el propietario debe tener una tienda de cerraduras","Schaue dir das Schloss und den SchlÃ¼ssel an, der Besitzer muss einen Schlossladen haben"
Win_Level_68,Superman or just a stalker in costume,Superman dạo này đang hết việc!,슈퍼맨 또는 의상을 입은 스토커,超人或只是一个穿着戏服的缠扰者,Супермен или просто сталкер в костюме,Superman o solo uno stalker in costume,Superman ou juste un harceleur en costume,スーパーマンまたは衣装を着たストーカー,Superman o simplemente un acosador disfrazado,Superman oder einfach nur ein Stalker im KostÃ¼m
Win_Level_69,Love the sexy one but will bring mom the elegant one,Quan trọng là cô ấy xinh!,섹시한 것을 좋아하지만 엄마에게 우아한 것을 가져다 줄 것이다,喜欢性感的，但会给妈妈带来优雅的,"Люблю сексуальный, но принесет маме элегантный",Le piace quello sexy ma porterà alla mamma quello elegante,J'adore le sexy mais apportera à maman l'élégante,セクシーなものが大好きですが、エレガントなものをお母さんにもたらします,Amo a la sexy pero traerÃ© a mamÃ¡ la elegante,"Liebe die sexy Frau, aber bring Mama die elegante"
